HOLEID,HOLEID_LATITUDE,HOLEID_LONGITUDE,PROJECTCODE,EAST,NORTH,RL,DEPTH,TENEMENTID,PROSPECT,STARTDATE,ENDDATE,DDHName,PlannedHoleID,Geologist1,Geologist2,DrillholeStatus,HolePurposeComment,HoleGeneralComment,Drillhole_Coordinateset_D,Drillhole_Best_X_D,Drillhole_Best_Y_D,Drillhole_Best_Z_D,MapSection,LocationGridName,XGridLine,YGridLine,BestGridName_D,WedgeHole,StartDrillingDepth
CL511_1,58.07042139,-104.5595737,WCI,525982.846,6436634.261,466.18,519,ML 5521,CIGAR,27-May-2016,,CL511_1,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525982.846,6436634.261,466.18,,,,,NAD83_UTMZ13N,,
CL512,58.07014577,-104.5637071,WCI,525739.208,6436601.992,475.876,525,ML 5521,CIGAR,26-May-2016,,CL512,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525739.208,6436601.992,475.876,,,,,NAD83_UTMZ13N,,
CL513_1,58.07024583,-104.549732,WCI,526563.565,6436618.545,486.155,570,ML 5521,CIGAR,05-juin-16,,CL513_1,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,526563.565,6436618.545,486.155,,,,,NAD83_UTMZ13N,,
CL513_2,58.07024583,-104.549732,WCI,526563.565,6436618.545,486.155,540,ML 5521,CIGAR,07-juil-16,,CL513_2,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,526563.565,6436618.545,486.155,,,,,NAD83_UTMZ13N,,
CL514,58.07042139,-104.5595737,WCI,525982.846,6436634.261,466.18,492,ML 5521,CIGAR,31-May-2016,,CL514,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525982.846,6436634.261,466.18,,,,,NAD83_UTMZ13N,,
CL515,58.07023165,-104.5649614,WCI,525665.152,6436611.075,475.428,489,ML 5521,CIGAR,01-juin-16,,CL515,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525665.152,6436611.075,475.428,,,,,NAD83_UTMZ13N,,
CL515_1,58.07023165,-104.5649614,WCI,525665.152,6436611.075,475.428,519,ML 5521,CIGAR,06-juin-16,,CL515_1,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525665.152,6436611.075,475.428,,,,,NAD83_UTMZ13N,,
CL516,58.07034107,-104.560265,WCI,525942.124,6436625.052,467.73,507,ML 5521,CIGAR,04-juin-16,,CL516,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525942.124,6436625.052,467.73,,,,,NAD83_UTMZ13N,,
CL517,58.07025511,-104.5643786,WCI,525699.518,6436613.909,474.601,498,ML 5521,CIGAR,11-juin-16,,CL517,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525699.518,6436613.909,474.601,,,,,NAD83_UTMZ13N,,
CL518,58.07035972,-104.561089,WCI,525893.502,6436626.813,468.71,488,ML 5521,CIGAR,12-juin-16,,CL518,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525893.502,6436626.813,468.71,,,,,NAD83_UTMZ13N,,
CL519,58.07032328,-104.5507769,WCI,526501.866,6436626.757,476.914,561,ML 5521,CIGAR,11-juin-16,,CL519,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,526501.866,6436626.757,476.914,,,,,NAD83_UTMZ13N,,
CL520,58.07025494,-104.5643784,WCI,525699.525,6436613.89,474.398,489,ML 5521,CIGAR,17-juin-16,,CL520,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525699.525,6436613.89,474.398,,,,,NAD83_UTMZ13N,,
CL521A,58.07022828,-104.5594442,WCI,525990.626,6436612.811,466.087,491,ML 5521,CIGAR,19-juin-16,,CL521A,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525990.626,6436612.811,466.087,,,,,NAD83_UTMZ13N,,
CL522A_1,58.07010722,-104.5614763,WCI,525870.834,6436598.552,471.74,491,ML 5521,CIGAR,23-juin-16,,CL522A_1,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525870.834,6436598.552,471.74,,,,,NAD83_UTMZ13N,,
CL523,58.07022088,-104.5639078,WCI,525727.314,6436610.277,475.854,519,ML 5521,CIGAR,23-juin-16,,CL523,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525727.314,6436610.277,475.854,,,,,NAD83_UTMZ13N,,
CL523_1,58.07022088,-104.5639078,WCI,525727.314,6436610.277,475.854,489,ML 5521,CIGAR,30-juin-16,,CL523_1,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525727.314,6436610.277,475.854,,,,,NAD83_UTMZ13N,,
CL524,58.07001751,-104.5597475,WCI,525972.889,6436589.229,466.221,488,ML 5521,CIGAR,25-juin-16,,CL524,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525972.889,6436589.229,466.221,,,,,NAD83_UTMZ13N,,
CL525,58.0702349,-104.5626901,WCI,525799.136,6436612.303,473.617,491,ML 5521,CIGAR,27-juin-16,,CL525,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525799.136,6436612.303,473.617,,,,,NAD83_UTMZ13N,,
CL525_1,58.0702349,-104.5626901,WCI,525799.136,6436612.303,473.617,500,ML 5521,CIGAR,05-juil-16,,CL525_1,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525799.136,6436612.303,473.617,,,,,NAD83_UTMZ13N,,
CL526_2,58.07001775,-104.559746,WCI,525972.978,6436589.256,466.711,500,ML 5521,CIGAR,06-juil-16,,CL526_2,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525972.978,6436589.256,466.711,,,,,NAD83_UTMZ13N,,
CL526_3,58.07001775,-104.559746,WCI,525972.978,6436589.256,466.711,509,ML 5521,CIGAR,20-juil-16,,CL526_3,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525972.978,6436589.256,466.711,,,,,NAD83_UTMZ13N,,
CL527,58.06998796,-104.5619363,WCI,525843.783,6436585.099,475.569,500,ML 5521,CIGAR,13-juil-16,,CL527,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525843.783,6436585.099,475.569,,,,,NAD83_UTMZ13N,,
CL528,58.07037527,-104.5547284,WCI,526268.72,6436631.001,464.111,508,ML 5521,CIGAR,18-juil-16,,CL528,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,526268.72,6436631.001,464.111,,,,,NAD83_UTMZ13N,,
CL529A_1,58.07023774,-104.5594261,WCI,525991.687,6436613.871,466.087,509,ML 5521,CIGAR,02-Aug-2016,,CL529A_1,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525991.687,6436613.871,466.087,,,,,NAD83_UTMZ13N,,
CL529A_2,58.07023774,-104.5594261,WCI,525991.687,6436613.871,466.087,494,ML 5521,CIGAR,05-Aug-2016,,CL529A_2,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525991.687,6436613.871,466.087,,,,,NAD83_UTMZ13N,,
CL530A,58.07043149,-104.5537567,WCI,526326.002,6436637.639,464.144,508,ML 5521,CIGAR,29-juil-16,,CL530A,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,526326.002,6436637.639,464.144,,,,,NAD83_UTMZ13N,,
CL531_1,58.07035345,-104.5552023,WCI,526240.779,6436628.387,464.11,508,ML 5521,CIGAR,09-Aug-2016,,CL531_1,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,526240.779,6436628.387,464.11,,,,,NAD83_UTMZ13N,,
CL532,58.07030399,-104.5594846,WCI,525988.188,6436621.224,466.075,500,ML 5521,CIGAR,12-Aug-2016,,CL532,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525988.188,6436621.224,466.075,,,,,NAD83_UTMZ13N,,
CL532_1,58.07030399,-104.5594846,WCI,525988.188,6436621.224,466.075,506,ML 5521,CIGAR,19-Aug-2016,,CL532_1,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525988.188,6436621.224,466.075,,,,,NAD83_UTMZ13N,,
CL533,58.07028981,-104.5571253,WCI,526127.383,6436620.556,464.102,511,ML 5521,CIGAR,13-Aug-2016,,CL533,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,526127.383,6436620.556,464.102,,,,,NAD83_UTMZ13N,,
CL534A,58.07029121,-104.55718,WCI,526124.151,6436620.691,464.11,502,ML 5521,CIGAR,22-Aug-2016,,CL534A,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,526124.151,6436620.691,464.11,,,,,NAD83_UTMZ13N,,
CL535,58.07028375,-104.5595586,WCI,525983.839,6436618.943,466.06,509,ML 5521,CIGAR,25-Aug-2016,,CL535,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,525983.839,6436618.943,466.06,,,,,NAD83_UTMZ13N,,
CL536,58.07010652,-104.5570977,WCI,526129.145,6436600.161,464.1,490,ML 5521,CIGAR,31-Aug-2016,,CL536,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,526129.145,6436600.161,464.1,,,,,NAD83_UTMZ13N,,
CL537,58.06981676,-104.5548032,WCI,526264.713,6436568.791,464.1,31,ML 5521,CIGAR,07-sept-16,,CL537,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,526264.713,6436568.791,464.1,,,,,NAD83_UTMZ13N,,
CL537A,58.07009567,-104.5549655,WCI,526254.938,6436599.78,464.1,520,ML 5521,CIGAR,08-sept-16,,CL537A,,Unknown,,Complete,,WBL_EXP,NAD83_UTMZ13N_LEGACY,526254.938,6436599.78,464.1,,,,,NAD83_UTMZ13N,,
CL538,58.07031045,-104.5652981,WCI,525645.23,6436619.72,475.02,525,ML 5521,CIGAR,07-sept-16,08-sept-16,CL538,,A. Doney,,Complete,Targeting ~20m north of CL-490,WBL_EXP,NAD83_UTMZ13N_DGPS_S,525645.23,6436619.72,475.02,,,,,NAD83_UTMZ13N,,
WC____234___,58.30763165,-104.4443412,WCI,532563,6463094,483,575,S-106546,WATERBURY NORTH,16-janv-02,25-janv-02,WCWN-230,,C. Cutts,J. Meligne,Complete,Test of EM-37 fixed loop conductor target.  Opposite loop coverage with picks at 1+00W and 1+50W.  Drill hole targeted at mid-point.  Conductor interpreted as West dipping.,,NAD83_UTMZ13N_LEGACY,532563,6463094,483,074I08,WATERBURY NORTH,4+00S,1+25W,NAD83_UTMZ13N,,
WC____235___,58.28862709,-104.4635025,WCI,531457,6460969,475,575,S-106546,WATERBURY NORTH,26-janv-02,01-Feb-2002,WCWN-231,,C. Cutts,J. Meligne,Complete,To test southern region of the Waterbury North conductor.  Conductor pick defined from EM-37 fixed loop data.  Opposite loop picks at 0 and 1+00W.,,NAD83_UTMZ13N_LEGACY,531457,6460969,475,074I08,WATERBURY NORTH,28+00S,0+50W,NAD83_UTMZ13N,,
WC____236___,58.07732648,-104.4768007,WCI,530859.85,6437437.87,453.54,452,S-106557,EASTERN CIGAR TREND,18-Feb-2003,23-Feb-2003,WC-236,,C. Cutts,C. Cutts,Complete,To test coincident moving loop EM and resistivity target (R1).,,NAD83_UTMZ13N_LEGACY,530859.85,6437437.87,453.54,074I01,CIGAR,80+00E,2+00N,NAD83_UTMZ13N,,
WC____237___,58.07147228,-104.4769079,WCI,530858.58,6436786.06,453.2,443,S-106557,EASTERN CIGAR TREND,25-Feb-2003,03-mars-03,WC-237,,C. Cutts,C. Cutts,Complete,To test moving loop EM target (probable strike extension of Cigar Lake conductor) with a 3D resistivity defined high to the south.,,NAD83_UTMZ13N_LEGACY,530858.58,6436786.06,453.2,074I01,CIGAR,80+00E,4+50S,NAD83_UTMZ13N,,
WC____238___,58.07139549,-104.4565426,WCI,532060,6436787,454,440,S-106559,EASTERN CIGAR TREND,04-mars-03,09-mars-03,WC-238,,C. Cutts,C. Cutts,Complete,To test moving loop conductor target along the logical extension of the Cigar Lake conductor.,,NAD83_UTMZ13N_LEGACY,532060,6436787,454,074I01,CIGAR,92+00E,4+27S,NAD83_UTMZ13N,,
WC____239___,58.07351146,-104.4971805,WCI,529661,6437004,457.3,455,S-106557,EASTERN CIGAR TREND,10-mars-03,15-mars-03,WC-239,,C. Cutts,C. Cutts,Complete,To test moving loop defined EM target (strike extension of the Cigar Lake conductor).,,NAD83_UTMZ13N_LEGACY,529661,6437004,457.3,074I01,CIGAR,68+00E,2+25S,NAD83_UTMZ13N,,
WC____240___,58.07291285,-104.5175272,WCI,528461.285,6436928.596,470.165,25.5,S-106557,CIGAR EAST,12-janv-05,14-janv-05,WC-240,,B. Wiggins,C. Cutts,Abandoned,Test moving loop pick with angle ddh in area of potential u/c offset,Drill hole abandoned in overburden due to technical difficulties.,NAD83_UTMZ13N_LEGACY,528461.285,6436928.596,470.165,074I02,CIGAR,56+00E,3+00S,NAD83_UTMZ13N,,
WC____240A__,58.0729162,-104.5175059,WCI,528462.54,6436928.978,470.161,570,S-106557,CIGAR EAST,14-janv-05,21-janv-05,WC-240A,,B. Wiggins,C. Cutts,Complete,Test moving loop pick at 2+00S with angle ddh in area of potential u/c offset,Drill hole intersected background sandstone column with graphite well below expected target.  Basement downhole radiometric peak of 856 cps in silicified zone above graphitic unit.,NAD83_UTMZ13N_LEGACY,528462.54,6436928.978,470.161,074I02,CIGAR,55+95E,3+00S,NAD83_UTMZ13N,,
WC____241___,58.07224109,-104.520815,WCI,528267.876,6436852.426,483.552,552,S-106557,CIGAR EAST,22-janv-05,28-janv-05,WC-241,,B. Wiggins,C. Cutts,Complete,To test for basement offset and strike extension of conductor intersected in fence 122-126-140 located 200 m to the west.,Drill hole intersected several structural zones in the sandstone. Strong bleaching in the lower 20 m with some grey clay. Strongly graphitic basement with cordierite augen zones.  Small zones of reactivation in the basement.,NAD83_UTMZ13N_LEGACY,528267.876,6436852.426,483.552,074I02,CIGAR,54+00E,3+70S,NAD83_UTMZ13N,,
WC____242___,58.0720851,-104.522497,WCI,528168.778,6436834.356,487.497,558,S-106557,CIGAR EAST,28-janv-05,04-Feb-2005,WC-242,,B. Wiggins,C. Cutts,Complete,To evaluate the conductor intersected in ddh WC-241 100 m along strike to the west.,Drill hole intersected structured upper sandstone but with limited structure in lower sandstone.  Moderate to strong bleaching immediate basal sandstone.  Strong graphite and pyrite within cordierite pelitic gneiss - local large cordierite augens.,NAD83_UTMZ13N_LEGACY,528168.778,6436834.356,487.497,074I02,CIGAR,53+00E,4+00S,NAD83_UTMZ13N,,
WC____243___,58.07207176,-104.5225032,WCI,528168.42,6436832.868,487.792,642.2,S-106557,CIGAR EAST,11-juin-06,20-juin-06,WC-243,,K. Evans,D. Ewington,Complete,Fence north of WC-242 to evaluate the anomalous sandstone geochemistry and to determine the thickness of the basement cordierite augen gneiss conductor.,The drillhole intersected regional sandstone with minor alteration and structures above the unconformity.  The drillhole intersected strongly graphitic cordierite-bearing metasediments with a transition to graphitic metasediments towards the end of the hole.,NAD83_UTMZ13N_LEGACY,528168.42,6436832.868,487.792,074I02,CIGAR,53+00E,4+00S,NAD83_UTMZ13N,,
WC____244___,58.07089227,-104.52262,WCI,528162.463,6436701.504,495.325,585,S-106557,CIGAR EAST,21-juin-06,27-juin-06,WC-244,,K. Evans,D. Ewington,Complete,Fence south of WC-242 to evaluate the anomalous sandstone geochemistry to determine the thickness of the basement cordierite augen gneiss and to possibly evaluate the basement geology directly east of the orebody.,The drillhole intersected high-grade mineralisation at the unconformity anomalous alteration above the mineralisation and numerous remobilised graphitic structures in the basement.,NAD83_UTMZ13N_LEGACY,528162.463,6436701.504,495.325,074I02,CIGAR,53+00E,5+30S,NAD83_UTMZ13N,,
WC____245___,58.07100143,-104.5208305,WCI,528267.937,6436714.405,493.584,579,S-106557,CIGAR EAST,28-juin-06,03-juil-06,WC-245,,B. Wiggins,R. Zerff,Complete,Fence south of WC-241 and 100 meters east of WC-244 to test the potential eastern extension of mineralisation encountered in WC-244.,The drillhole intersected anomalous alteration structures and quartz removal in the basal sandstone and a narrow mineralised interval at the unconformity.,NAD83_UTMZ13N_LEGACY,528267.937,6436714.405,493.584,074I02,CIGAR,54+00E,5+40S,NAD83_UTMZ13N,,
WC____246___,58.07068719,-104.5242295,WCI,528067.672,6436678.001,499.282,561,S-106557,CIGAR EAST,03-juil-06,08-juil-06,WC-246,,B. Wiggins,D. Ewington,Complete,To test the possible extension of mineralisation 100 meters west of WC-244.,The drillhole intersected regional sandstone with some weakly anomalous alteration in the basal sandstone.  The drillhole intersected cordierite-graphite-pyrite metapelites with little structure evident.,NAD83_UTMZ13N_LEGACY,528067.672,6436678.001,499.282,074I02,CIGAR,52+00E,5+50S,NAD83_UTMZ13N,,
WC____247___,58.07169458,-104.520997,WCI,528257.57,6436791.505,490.655,501,S-106557,CIGAR EAST,09-juil-06,13-juil-06,WC-247,,D. Ewington,K. Evans,Complete,To test approximately 25 meters south of the mineralised intersection in WC-245.,The drillhole intersected anomalous alteration and structures throughout a majority of the sandstone.  The basement comprises graphitic cordierite bearing metasediments with localised structures.,NAD83_UTMZ13N_LEGACY,528257.57,6436791.505,490.655,074I02,CIGAR,54+00E,4+40S,NAD83_UTMZ13N,,
WC____248___,58.07083224,-104.5193423,WCI,528355.866,6436696.192,483.885,585,S-106557,CIGAR EAST,14-juil-06,20-juil-06,WC-248,,K. Evans,D. Ewington,Complete,To evaluate the basement stratigraphy potential structural offsets and unconformity changes between WC-240A and WC-241.,The drillhole intersected some anomalous alteration and weakly structured basal sandstone.  The basement comprises weakly structured graphitic-pyritic cordierite bearing metasediments.,NAD83_UTMZ13N_LEGACY,528355.866,6436696.192,483.885,074I02,CIGAR,55+00E,5+30S,NAD83_UTMZ13N,,
WC____249___,58.07966273,-104.5465796,WCI,526742.49,6437668.2,483.074,621.75,S-106556,TIBIA LAKE,21-juil-06,27-juil-06,WC-249,,K. Evans,R. Zerff,Complete,To evaluate the metamorphic stratigraphy on the Tibia project with an angled and oriented drillhole.  This drillhole is also designed to test possible extensions to mineralisation southeast of CIG-184.,The drillhole intersected strongly brecciated and altered basal sandstone.  The basement is dominated by fine-grained weakly graphitic metapelite and pegmatite with a zone of brittle-ductile cataclasite towards the end of the hole.,NAD83_UTMZ13N_LEGACY,526742.49,6437668.2,483.074,074I02,CIGAR,38+80E,4+40N,NAD83_UTMZ13N,,
WC____250___,58.07038655,-104.537896,WCI,527261.694,6436638.93,489.314,456,ML 5521,CIGAR,14-Apr-2007,20-Apr-2007,WC-250,,,,Complete,Deep piezometer drillhole.  Drilled by Cameco.,"Drilled this hole on the PAD"" with the intent of installing a piezometer grouted the rods in could not install the piezometer had to do a redrill ""CL-07-256""; ""BARREN"" MDH completed a geotech. and litho log.""",NAD83_UTMZ13N_LEGACY,527261.694,6436638.93,489.314,074I02,,,,NAD83_UTMZ13N,,
WC____251___,58.07038385,-104.5367104,WCI,527331.635,6436639.109,488.909,455,ML 5521,CIGAR,21-Apr-2007,28-Apr-2007,WC-251,,,,Complete,Deep piezometer drillhole.  Drilled by Cameco.,"Drilled this hole on the PAD"" inflow area successfully installed the Piezometers; ""BARREN"" MDH completed a geotech and litho log.""",NAD83_UTMZ13N_LEGACY,527331.635,6436639.109,488.909,074I02,,,,NAD83_UTMZ13N,,
WC____252___,58.07433819,-104.5434324,WCI,526932.11,6437076.655,487.05,480,ML 5521,CIGAR,05-May-2007,12-May-2007,WC-252,,,,Complete,Deep piezometer drillhole.  Drilled by Cameco.,"Regional piezometer hole drilled on the road going down to the boat launch successfully installed the piezometers; BARREN"" MDH completed a geotech and litho log.""",NAD83_UTMZ13N_LEGACY,526932.11,6437076.655,487.05,074I02,,,,NAD83_UTMZ13N,,
WC____253___,58.07354897,-104.5292019,WCI,527772.121,6436994.555,480.584,462,ML 5521,CIGAR,13-May-2007,21-May-2007,WC-253,,,,Complete,Deep piezometer drillhole.  Drilled by Cameco.,"Regional piezometer hole drilled up at the Sask. Tower hill successfully installed the  piezometers; BARREN""  MDH completed a geotech and litho log.""",NAD83_UTMZ13N_LEGACY,527772.121,6436994.555,480.584,074I02,,,,NAD83_UTMZ13N,,
WC____254___,58.06685449,-104.5432997,WCI,526945.575,6436243.527,485.877,469,ML 5521,CIGAR,21-Apr-2007,04-May-2007,WC-254,,,,Complete,Deep piezometer drillhole.  Drilled by Cameco.,"Regional piezometer hole drilled by the MWT plant"" successfully installed the piezometers; ""BARREN""  MDH completed a geotechnical and lithological log.""",NAD83_UTMZ13N_LEGACY,526945.575,6436243.527,485.877,074I02,,,,NAD83_UTMZ13N,,
WC____255___,58.06590402,-104.5322259,WCI,527599.641,6436142.182,485.863,471,S-106558,CIGAR,05-May-2007,12-May-2007,WC-255,,,,Complete,Deep piezometer drillhole.  Drilled by Cameco.,"Regional piezometer hole drilled on the north side of the road across from the stockpiles successfully installed the piezometers; BARREN"" MDH completed a geotech and litholo log.""",NAD83_UTMZ13N_LEGACY,527599.641,6436142.182,485.863,074I02,,,,NAD83_UTMZ13N,,
WC____256___,58.07038821,-104.5378135,WCI,527266.559,6436639.148,489.499,453,ML 5521,CIGAR,30-Apr-2007,04-May-2007,WC-256,,,,Complete,Deep piezometer drillhole.  Drilled by Cameco.,"This hole was the replacement hole for CL-07-250 drilled on the PAD"" area in the inflow area successfully installed the piezometer; ""BARREN"" MDH completed a geotech and litholo log.""",NAD83_UTMZ13N_LEGACY,527266.559,6436639.148,489.499,074I02,,,,NAD83_UTMZ13N,,
WC____257___,58.07133789,-104.5226649,WCI,528159.459,6436751.097,493.607,512,S-106557,CIGAR EAST,09-juin-07,16-juin-07,WC-257,,K. Evans,D. Ewington,Complete,To fence 20m north of WC-244 mineralization to confirm potential across-strike width.,The drillhole intersected altered and faulted basal sandstone with zones of elevated radioactivity over 100m above the unconformity.  Weak to moderate mineralization was encountered above and immediately below the unconformity.,NAD83_UTMZ13N_LEGACY,528159.459,6436751.097,493.607,074I02,CIGAR,53+00E,4+80S,NAD83_UTMZ13N,,
WC____258___,58.07133253,-104.522666,WCI,528159.4,6436750.5,493.6,141,S-106557,CIGAR EAST,17-juin-07,20-juin-07,WC-258,,M. Lesiczka,B. Wiggins,Abandoned,To fence 20 m south of WC-244 mineralization to confirm potential across-strike width.,Rods became stuck at 141 m (possibly due to sanding in at the bottom of the casing).  Attempts were made to free the rods however the hole was abandoned and the redrill hole (WC-258A) was commenced.,NAD83_UTMZ13N_LEGACY,528159.4,6436750.5,493.6,074I02,CIGAR,53+00E,4+81S,NAD83_UTMZ13N,,
WC____258A__,58.07123992,-104.522631,WCI,528161.536,6436740.204,493.84,533,S-106557,CIGAR EAST,21-juin-07,29-juin-07,WC-258A,,M. Lesiczka,D. Ewington,Complete,To fence 20m south of WC-244 mineralization to confirm potential across-strike width.,The drillhole intersected altered and faulted basal sandstone with zones of pervasive clay replacement immediately above and below the unconformity.  Significantly elevated radioactivity or mineralization was not intersected.  The upper basement has undergone significant bleaching argillization and dissolution.,NAD83_UTMZ13N_LEGACY,528161.536,6436740.204,493.84,074I02,CIGAR,53+00E,4+90S,NAD83_UTMZ13N,,
WC____259___,58.07173512,-104.520998,WCI,528257.479,6436796.018,490.149,503,S-106557,CIGAR EAST,30-juin-07,06-juil-07,WC-259,,K. Evans,D. Ewington,Complete,To fence 20m north of WC-245 mineralization to test for the presence of a mineralized pod along-strike from the WC-244 mineralization.,The drillhole intersected mild to moderately altered basal sandstone before entering a zone of strong chlorite alteration with patchy dissolution and then a wide zone of strongly altered and mineralized sandstone.  Mineralization continued until the unconformity.  The upper basement is moderately to strongly altered and bleached.  Cordierite-graphite-pyrite Metapelitic Gneiss was intersected throughout the drilled basement.,NAD83_UTMZ13N_LEGACY,528257.479,6436796.018,490.149,074I02,CIGAR,54+00E,4+40S,NAD83_UTMZ13N,,
WC____260___,58.07161973,-104.5216513,WCI,528219.033,6436782.898,490.592,506,S-106557,CIGAR EAST,07-juil-07,12-juil-07,WC-260,,K. Evans,D. Ewington,Complete,To infill between WC-244 and WC-259 fences and target the mineralized horizon encountered in these drillholes.,The drillhole intersected moderately altered and friable basal sandstone then entered a zone of strong alteration and low to medium-grade mineralization within clay-chlorite rock.   Narrow zones of perched mineralization are present up to 130m above the unconformity.  The upper basement is strongly altered and bleached cordierite-graphite-pyrite Metapelitic Gneiss.  Ductile deformation persists for most of the drilled basement.,NAD83_UTMZ13N_LEGACY,528219.033,6436782.898,490.592,074I02,CIGAR,53+50E,4+50S,NAD83_UTMZ13N,,
WC____261___,58.07184096,-104.5193155,WCI,528356.644,6436808.507,487.25,521,S-106557,CIGAR EAST,13-juil-07,20-juil-07,WC-261,,M. Lesiczka,B. Wiggins,Complete,To fence 50m north of WC-248 to test the possibility that WC-248 was under-drilled and to determine further along strike potential of Cigar East mineralized pod.,The drillhole intersected largely unstructured mild to moderately bleached sandstone.  The basal sandstone is chlorite altered and contains pyrite veining.  No mineralization was intersected.,NAD83_UTMZ13N_LEGACY,528356.644,6436808.507,487.25,074I02,CIGAR,55+00E,4+16S,NAD83_UTMZ13N,,
WC____262___,58.07136786,-104.5232676,WCI,528123.881,6436754.182,495.428,510,S-106557,CIGAR EAST,20-juil-07,26-juil-07,WC-262,,M. Lesiczka,D. Ewington,Complete,To drill approximately 50m to the west of the WC-244 mineralization.,The drillhole intersected moderately to strongly bleached and altered basal sandstone.  A narrow zone of low grade mineralization was intersected above the unconformity.  The upper basement is strongly altered before progressing to unaltered fine grained Metapelite and cordierite-graphite-pyrite Metapelitic Gneiss until the end of the hole.,NAD83_UTMZ13N_LEGACY,528123.881,6436754.182,495.428,074I02,CIGAR,52+50E,4+83S,NAD83_UTMZ13N,,
WC____263___,58.06995478,-104.524133,WCI,528073.942,6436596.5,498.059,545.3,S-106557,CIGAR EAST,26-juil-07,02-Aug-2007,WC-263,,K. Evans,D. Ewington,Complete,To test a zone of illite altered basal sandstone south of WC-246.,The drillhole intersected regional sandstone with zones of patchy bleaching and weakly developed fractures/jointing. A narrow basement wedge is present above the unconformity with associated strong alteration. The basement lithologies are graphitic and probably analogous with the prospective basement corridor. Brittle-ductile shear zones have been developed over various locations within the intersected basement.,NAD83_UTMZ13N_LEGACY,528073.942,6436596.5,498.059,074I02,CIGAR,52+10E,6+30S,NAD83_UTMZ13N,,
WC____264___,58.07187087,-104.5201535,WCI,528307.186,6436811.485,489.046,497,S-106557,CIGAR EAST,02-Aug-2007,08-Aug-2007,WC-264,,K. Evans,D. Ewington,Complete,To infill between WC-259 and WC-261.,The drillhole intersected moderately to strongly bleached somewhat dirty sandstone.  Fracture density and faulting increases with depth.  The basal sandstone is strongly altered and contains veined and disseminated pyrite and siderite.  Significant mineralization was not intersected.  The intersected basement is the prospective cd-gr-py metapelitic gneiss and quartz dissolution and alteration is present beneath the unconformity.,NAD83_UTMZ13N_LEGACY,528307.186,6436811.485,489.046,074I02,CIGAR,54+50E,4+15S,NAD83_UTMZ13N,,
